taxon_id,scientific_name,common_name_original,common_name_model,taxonomy_class,generic_label,grounding_dino_prompt,qwen_label,yolo_open_vocab_label,aliases
43239,Tachyglossus aculeatus,Short-beaked Echidna,short beaked echidna,Mammalia,mammal,short beaked echidna. mammal.,short beaked echidna,short beaked echidna,short beaked echidna|mammal
42429,Antilocapra americana,Pronghorn,pronghorn,Mammalia,mammal,pronghorn. mammal.,pronghorn,pronghorn,pronghorn|mammal
180010,Callospermophilus lateralis,Common Golden-mantled Ground Squirrel,common golden mantled ground squirrel,Mammalia,mammal,common golden mantled ground squirrel. mammal.,common golden mantled ground squirrel,common golden mantled ground squirrel,common golden mantled ground squirrel|mammal
43130,Lepus californicus,Black-tailed Jackrabbit,black tailed jackrabbit,Mammalia,mammal,black tailed jackrabbit. mammal.,black tailed jackrabbit,black tailed jackrabbit,black tailed jackrabbit|mammal
1264432,Neogale vison,American Mink,american mink,Mammalia,mammal,american mink. mammal.,american mink,american mink,american mink|mammal
43459,Macaca fascicularis,Long-tailed Macaque,long tailed macaque,Mammalia,mammal,long tailed macaque. mammal.,long tailed macaque,long tailed macaque,long tailed macaque|mammal
42149,Hippopotamus amphibius,Common Hippopotamus,common hippopotamus,Mammalia,mammal,common hippopotamus. mammal.,common hippopotamus,common hippopotamus,common hippopotamus|mammal
43436,Alouatta palliata,Mantled Howler Monkey,mantled howler monkey,Mammalia,mammal,mantled howler monkey. mammal.,mantled howler monkey,mantled howler monkey,mantled howler monkey|mammal
74442,Hydrochoerus hydrochaeris,Capybara,capybara,Mammalia,mammal,capybara. mammal.,capybara,capybara,capybara|mammal
1510571,Giraffa giraffa,Southern Giraffe,southern giraffe,Mammalia,mammal,southern giraffe. mammal.,southern giraffe,southern giraffe,southern giraffe|mammal
47067,Bradypus variegatus,Brown-throated Three-toed Sloth,brown throated three toed sloth,Mammalia,mammal,brown throated three toed sloth. mammal.,brown throated three toed sloth,brown throated three toed sloth,brown throated three toed sloth|mammal
42280,Connochaetes taurinus,Common Wildebeest,common wildebeest,Mammalia,mammal,common wildebeest. mammal.,common wildebeest,common wildebeest,common wildebeest|mammal
41728,Mirounga angustirostris,Northern Elephant Seal,northern elephant seal,Mammalia,mammal,northern elephant seal. mammal.,northern elephant seal,northern elephant seal,northern elephant seal|mammal
42881,Macropus fuliginosus,Western Grey Kangaroo,western grey kangaroo,Mammalia,mammal,western grey kangaroo. mammal.,western grey kangaroo,western grey kangaroo,western grey kangaroo|mammal
46082,Marmota marmota,Alpine Marmot,alpine marmot,Mammalia,mammal,alpine marmot. mammal.,alpine marmot,alpine marmot,alpine marmot|mammal
1369296,Cebus imitator,Central American White-faced Capuchin,central american white faced capuchin,Mammalia,mammal,central american white faced capuchin. mammal.,central american white faced capuchin,central american white faced capuchin,central american white faced capuchin|mammal
42048,Canis lupus,Gray Wolf,gray wolf,Mammalia,mammal,gray wolf. mammal.,gray wolf,gray wolf,gray wolf|mammal
42339,Tragelaphus strepsiceros,Greater Kudu,greater kudu,Mammalia,mammal,greater kudu. mammal.,greater kudu,greater kudu,greater kudu|mammal
42328,Kobus ellipsiprymnus,Waterbuck,waterbuck,Mammalia,mammal,waterbuck. mammal.,waterbuck,waterbuck,waterbuck|mammal
46316,Trichechus manatus,West Indian Manatee,west indian manatee,Mammalia,mammal,west indian manatee. mammal.,west indian manatee,west indian manatee,west indian manatee|mammal
43112,Sylvilagus bachmani,Brush Rabbit,brush rabbit,Mammalia,mammal,brush rabbit. mammal.,brush rabbit,brush rabbit,brush rabbit|mammal
43009,Vombatus ursinus,Bare-nosed Wombat,bare nosed wombat,Mammalia,mammal,bare nosed wombat. mammal.,bare nosed wombat,bare nosed wombat,bare nosed wombat|mammal
43102,Sylvilagus palustris,Marsh Rabbit,marsh rabbit,Mammalia,mammal,marsh rabbit. mammal.,marsh rabbit,marsh rabbit,marsh rabbit|mammal
43411,Ateles geoffroyi,Central American Spider Monkey,central american spider monkey,Mammalia,mammal,central american spider monkey. mammal.,central american spider monkey,central american spider monkey,central american spider monkey|mammal
42199,Rangifer tarandus,Caribou,caribou,Mammalia,mammal,caribou. mammal.,caribou,caribou,caribou|mammal
43460,Macaca mulatta,Rhesus Macaque,rhesus macaque,Mammalia,mammal,rhesus macaque. mammal.,rhesus macaque,rhesus macaque,rhesus macaque|mammal
41963,Panthera pardus,Leopard,leopard,Mammalia,mammal,leopard. mammal.,leopard,leopard,leopard|mammal
46005,Sciurus variegatoides,Variegated Squirrel,variegated squirrel,Mammalia,mammal,variegated squirrel. mammal.,variegated squirrel,variegated squirrel,variegated squirrel|mammal
41886,Crocuta crocuta,Spotted Hyena,spotted hyena,Mammalia,mammal,spotted hyena. mammal.,spotted hyena,spotted hyena,spotted hyena|mammal
43086,Procavia capensis,Rock Hyrax,rock hyrax,Mammalia,mammal,rock hyrax. mammal.,rock hyrax,rock hyrax,rock hyrax|mammal
42414,Oreamnos americanus,Mountain Goat,mountain goat,Mammalia,mammal,mountain goat. mammal.,mountain goat,mountain goat,mountain goat|mammal
179998,Urocitellus columbianus,Columbian Ground Squirrel,columbian ground squirrel,Mammalia,mammal,columbian ground squirrel. mammal.,columbian ground squirrel,columbian ground squirrel,columbian ground squirrel|mammal
123070,Capra hircus,Domestic Goat,domestic goat,Mammalia,mammal,domestic goat. mammal.,domestic goat,domestic goat,domestic goat|mammal
41738,Zalophus wollebaeki,Galápagos Sea Lion,galapagos sea lion,Mammalia,mammal,galapagos sea lion. mammal.,galapagos sea lion,galapagos sea lion,galapagos sea lion|mammal
41676,Bassariscus astutus,Ringtail,ringtail,Mammalia,mammal,ringtail. mammal.,ringtail,ringtail,ringtail|mammal
40509,Eptesicus fuscus,Big Brown Bat,big brown bat,Mammalia,mammal,big brown bat. mammal.,big brown bat,big brown bat,big brown bat|mammal
41755,Eumetopias jubatus,Steller Sea Lion,steller sea lion,Mammalia,mammal,steller sea lion. mammal.,steller sea lion,steller sea lion,steller sea lion|mammal
42357,Capra ibex,Alpine Ibex,alpine ibex,Mammalia,mammal,alpine ibex. mammal.,alpine ibex,alpine ibex,alpine ibex|mammal
46255,Ammospermophilus leucurus,White-tailed Antelope Squirrel,white tailed antelope squirrel,Mammalia,mammal,white tailed antelope squirrel. mammal.,white tailed antelope squirrel,white tailed antelope squirrel,white tailed antelope squirrel|mammal
47101,Choloepus hoffmanni,Hoffmann's Two-toed Sloth,hoffmann s two toed sloth,Mammalia,mammal,hoffmann s two toed sloth. mammal.,hoffmann s two toed sloth,hoffmann s two toed sloth,hoffmann s two toed sloth|mammal
1431867,Tragelaphus sylvaticus,Southern Bushbuck,southern bushbuck,Mammalia,mammal,southern bushbuck. mammal.,southern bushbuck,southern bushbuck,southern bushbuck|mammal
1210966,Lupulella mesomelas,Black-backed Jackal,black backed jackal,Mammalia,mammal,black backed jackal. mammal.,black backed jackal,black backed jackal,black backed jackal|mammal
41742,Arctocephalus pusillus,Brown Fur Seal,brown fur seal,Mammalia,mammal,brown fur seal. mammal.,brown fur seal,brown fur seal,brown fur seal|mammal
43145,Lepus townsendii,White-tailed Jackrabbit,white tailed jackrabbit,Mammalia,mammal,white tailed jackrabbit. mammal.,white tailed jackrabbit,white tailed jackrabbit,white tailed jackrabbit|mammal
43697,Elephas maximus,Asian Elephant,asian elephant,Mammalia,mammal,asian elephant. mammal.,asian elephant,asian elephant,asian elephant|mammal
43348,Ceratotherium simum,White Rhinoceros,white rhinoceros,Mammalia,mammal,white rhinoceros. mammal.,white rhinoceros,white rhinoceros,white rhinoceros|mammal
40905,Pteropus poliocephalus,Grey-headed Flying-fox,grey headed flying fox,Mammalia,mammal,grey headed flying fox. mammal.,grey headed flying fox,grey headed flying fox,grey headed flying fox|mammal
42418,Alcelaphus buselaphus,Hartebeest,hartebeest,Mammalia,mammal,hartebeest. mammal.,hartebeest,hartebeest,hartebeest|mammal
74832,Papio anubis,Olive Baboon,olive baboon,Mammalia,mammal,olive baboon. mammal.,olive baboon,olive baboon,olive baboon|mammal
1511713,Otospermophilus douglasii,Douglas's Ground Squirrel,douglas s ground squirrel,Mammalia,mammal,douglas s ground squirrel. mammal.,douglas s ground squirrel,douglas s ground squirrel,douglas s ground squirrel|mammal
75053,Rusa unicolor,Sambar,sambar,Mammalia,mammal,sambar. mammal.,sambar,sambar,sambar|mammal
75192,Tragelaphus oryx,Common Eland,common eland,Mammalia,mammal,common eland. mammal.,common eland,common eland,common eland|mammal
41670,Nasua nasua,South American Coati,south american coati,Mammalia,mammal,south american coati. mammal.,south american coati,south american coati,south american coati|mammal
1264431,Neogale frenata,Long-tailed Weasel,long tailed weasel,Mammalia,mammal,long tailed weasel. mammal.,long tailed weasel,long tailed weasel,long tailed weasel|mammal
44902,Sigmodon hispidus,Hispid Cotton Rat,hispid cotton rat,Mammalia,mammal,hispid cotton rat. mammal.,hispid cotton rat,hispid cotton rat,hispid cotton rat|mammal
851014,Canis aureus,Golden Jackal,golden jackal,Mammalia,mammal,golden jackal. mammal.,golden jackal,golden jackal,golden jackal|mammal
